Food group,Food,Protein (g),Diet,Species,n,Model,Sample,Measure,Analyte,Value (%),SD,Analysis method,Collected From,Original Source,Notes
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Shredded",,human,"Shredded wheat in a simple mixed diet (description of diet, see Item 104). Average daily intake: 6 gm. N, 2,910 calories.",1,in vivo,fecal,apparent digestibility,crude protein,62.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., MARSHALL, M. E., and KOCHAKIAN, C. D. 1941, DIGESTIBILITY AND BIOLOGICAL VALUE OF WHOLE WHEAT BREADS AS COMPARED WITH WHITE BREAD. Jour. Nutr. 22: 573-588, illus. SEALOCK, R. R., BASINSKI, D. H., and MURLIN, J. R 1941. APPARENT DIGESTIBILITY OF CARBOHYDRATES, FATS, AND ""INDIGESTIBLE RESIDUE"" IN WHOLE WHEAT AND WHITE BREADS. Jour. Nutr. 22: 589-596, illus.","Subjects, 10 young men. For details of experiment and note on calculations see remarks, item 104. Average N-balance for shredded wheat period -1.4 gm. per day."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Shredded",,human,"Shredded wheat fed In a simple mixed diet (description of diet and average intake, see items 32, 175).",1,in vivo,fecal,apparent digestibility,crude protein,58.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., N�SSET, E. S., and MARSH, M. E. 1938. THE EGG-REPLACEMENT VALUE OF THE PROTEINS OF CEREAL BREAKFAST FOODS, WITH A CONSIDERATION OF HEAT INJURY. Jour. Nutr. 16: 249-269.","Subjects, 10 men. For details of experiment and note on calculations see remarks, item 32. Average N-balance, -0.9 gm. per day."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm, granulated.",,human,"Wheat endosperm, cooked; cream, butter, prunes, bananas. Average daily intake, 5.6 gm. N, 2,900 calorics.",1,in vivo,fecal,apparent digestibility,crude protein,82,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., and MATTILL, H. A. 1938. DIGESTIBILITY AND NUTRITIONAL VALUE OF CEREAL PROTEINS IN THE HUMAN SUBJECT. Jour. Nutr. 16: 15-35.","Subjects, men. For details of experiment see remarks, item 31."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm, granulated.",,human,"Wheat endosperm, cooked; cream, butter, prunes, bananas. Average daily intake, 5.6 gm. N, 2,900 calorics.",1,in vivo,fecal,apparent digestibility,crude protein,74,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., and MATTILL, H. A. 1938. DIGESTIBILITY AND NUTRITIONAL VALUE OF CEREAL PROTEINS IN THE HUMAN SUBJECT. Jour. Nutr. 16: 15-35.","Subjects, men. For details of experiment see remarks, item 31."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm, granulated.",,human,"Wheat endosperm, cooked; cream, butter, prunes, bananas. Average daily intake, 5.6 gm. N, 2,900 calorics.",1,in vivo,fecal,apparent digestibility,crude protein,84,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., and MATTILL, H. A. 1938. DIGESTIBILITY AND NUTRITIONAL VALUE OF CEREAL PROTEINS IN THE HUMAN SUBJECT. Jour. Nutr. 16: 15-35.","Subjects, men. For details of experiment see remarks, item 31."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm, granulated.",,human,"Wheat endosperm, cooked; cream, butter, prunes, bananas. Average daily intake, 5.6 gm. N, 2,900 calorics.",1,in vivo,fecal,apparent digestibility,crude protein,74,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., and MATTILL, H. A. 1938. DIGESTIBILITY AND NUTRITIONAL VALUE OF CEREAL PROTEINS IN THE HUMAN SUBJECT. Jour. Nutr. 16: 15-35.","Subjects, men. For details of experiment see remarks, item 31."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm, granulated.",,human,"Wheat endosperm, cooked, fed in a simple mixed diet. Diet and average intake same as for items 32 and 175, except N intake was 5.87 gm.",10,in vivo,fecal,apparent digestibility,crude protein,83.2,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., N�SSET, E. S., and MARSH, M. E. 1938. THE EGG-REPLACEMENT VALUE OF THE PROTEINS OF CEREAL BREAKFAST FOODS, WITH A CONSIDERATION OF HEAT INJURY. Jour. Nutr. 16: 249-269.","Subjects, 10 men. For details of experiment and note on calculations see remarks, item 32. Average N-balance, -0.7 gm. per day."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm, granulated.",,human,"Wheat endosperm, cooked; sugar, cream, coffee.",1,in vivo,fecal,apparent digestibility,crude protein,,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MURLIN, J. R., LINE, W. R., PIPER, H. A., and PIERCE, H.B. 1929. THE NUTRITIVE VALUE OF CEREAL BREAKFAST FOODS. I. COMPOSITION AND HEAT VALUE. Jour. Nutr. 2: 83-90.","Details of experiment not given. Authors reported ""coefficient of utilization"" of protein, 94 pct.; not included in this table since not clear If value is for true or apparent digestibility."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",34,human,"Farina, cooked 20 min.; cream, sugar. Average daily intake: 34 gm. protein, 2,200 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,81.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",34,human,"Farina, cooked 20 min.; cream, sugar. Average daily intake: 34 gm. protein, 2,200 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,71.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",32,human,"Farina, cooked 8 hr.; cream, sugar. Average daily intake: 32 gm. protein, 1,900 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,65.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",32,human,"Farina, cooked 8 hr.; cream, sugar. Average daily intake: 32 gm. protein, 1,900 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,68.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",32,human,"Farina, cooked 8 hr.; cream, sugar. Average daily intake: 32 gm. protein, 1,900 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,77.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",30,human,"Farina, cooked 20 min.; cream, sugar. Average daily intake: 30 gm. protein, 1,990 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,78.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",30,human,"Farina, cooked 20 min.; cream, sugar. Average daily intake: 30 gm. protein, 1,990 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,75.2,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",30,human,"Farina, cooked 20 min.; cream, sugar. Average daily intake: 30 gm. protein, 1,990 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,60.7,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",31,human,"Farina, cooked 8 hr.; cream, sugar. Average daily intake: 31 gm. protein, 1,900 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,75.7,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",31,human,"Farina, cooked 8 hr.; cream, sugar. Average daily intake: 31 gm. protein, 1,900 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,76.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",31,human,"Farina, cooked 8 hr.; cream, sugar. Average daily intake: 31 gm. protein, 1,900 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,68.5,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. Marker, lampblack given before 1st meal and after last meal of period."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",45,human,"Frozen pudding (raw farina, milk, oil, sugar, salt, flavoring), oranges, sugar, tea or coffee if desired. Average daily intake: 45 gm. protein, 1,950 calories.",1,in vivo,fecal,apparent digestibility,crude protein,78.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and MERRILL, A. T. 1924. DIGESTIBILITY OF RAW STARCHES AND CARBOHYDRATES. U.S. Dept. Agr. Bul. 1213, 16 pp.","Subjects, women. Experimental period, 3 days. Marker, carmine for experimental period, lampblack for following period of 3-4 days on regular diet."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",45,human,"Frozen pudding (raw farina, milk, oil, sugar, salt, flavoring), oranges, sugar, tea or coffee if desired. Average daily intake: 45 gm. protein, 1,950 calories.",1,in vivo,fecal,apparent digestibility,crude protein,88.4,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and MERRILL, A. T. 1924. DIGESTIBILITY OF RAW STARCHES AND CARBOHYDRATES. U.S. Dept. Agr. Bul. 1213, 16 pp.","Subjects, women. Experimental period, 3 days. Marker, carmine for experimental period, lampblack for following period of 3-4 days on regular diet."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",45,human,"Frozen pudding (raw farina, milk, oil, sugar, salt, flavoring), oranges, sugar, tea or coffee if desired. Average daily intake: 45 gm. protein, 1,950 calories.",1,in vivo,fecal,apparent digestibility,crude protein,94.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and MERRILL, A. T. 1924. DIGESTIBILITY OF RAW STARCHES AND CARBOHYDRATES. U.S. Dept. Agr. Bul. 1213, 16 pp.","Subjects, women. Experimental period, 3 days. Marker, carmine for experimental period, lampblack for following period of 3-4 days on regular diet."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast foods: Refined: Endosperm,* farina.",45,human,"Frozen pudding (raw farina, milk, oil, sugar, salt, flavoring), oranges, sugar, tea or coffee if desired. Average daily intake: 45 gm. protein, 1,950 calories.",1,in vivo,fecal,apparent digestibility,crude protein,98.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","LANGWORTHY, C. F. and MERRILL, A. T. 1924. DIGESTIBILITY OF RAW STARCHES AND CARBOHYDRATES. U.S. Dept. Agr. Bul. 1213, 16 pp.","Subjects, women. Experimental period, 3 days. Marker, carmine for experimental period, lampblack for following period of 3-4 days on regular diet."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt.",,human,"Wheat and barley malt breakfast food, cream, sugar.",3,in vivo,fecal,apparent digestibility,crude protein,76.1,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","MERRILL, L. H. 1905. CEREAL FOODS. Maine Agr. Expt. Sta. Bul. 118, pp. [1171-135.",3 experiments
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,69.6,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,67.9,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat and barley malt.",,human,"Wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,72.8,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat, whole grain, and barley malt.* ""Force.""",,human,"Whole wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,71,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat, whole grain, and barley malt.* ""Force.""",,human,"Whole wheat and barley malt breakfast food, milk, cream, sugar",1,in vivo,fecal,apparent digestibility,crude protein,68.6,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","ATWATER, W. O. 1904. EXPERIMENTS ON THE DIGESTIBILITY OF CEREAL BREAKFAST FOODS. Conn. (Storrs) Agr. Expt. Sta. 16th Ann. Rpt. for the year ending June 30, 1904, pp.180-209.","Subjects, young men. Experimental period, 3-4 days. Marker, lampblack taken with 1st meal of and 1st meal after experimental period. Diets containing items 198 and 201 accompanied by fermentation, with intestinal irritation and pain."
Grains and Grain Products,"Wheat, Wheat Products (Triticum aestivum): Wheat breakfast food mixtures: Wheat, whole grain, and barley malt.* ""Force.""",36,human,"Whole wheat and barley malt breakfast fast food, cream, sugar. Average daily intake: 36 gm. protein, 2,110 gross calories.",1,in vivo,fecal,apparent digestibility,crude protein,68.2,,,"Merrill AL, Watt BK. ENERGY VALUE OF FOODS... basis and derivation (Agriculture Handbook No. 74) [Internet]. Washington DC: United States Department of Agriculture, Agricultural Research Service, Human Nutrition Research Branch; 1955 [cited Febuary 28 2024]. Available from: https://www.ars.usda.gov/arsuserfiles/80400535/data/classics/usda%20handbook%2074.pdf","HARCOURT, R., and FULMER, H. L. 1907. BREAKFAST FOODS. THEIR CHEMICAL COMPOSITION, DIGESTIBILITY, AND COST. Ontario Agr. Col. Bul. 162, 56 pp.","Subjects, young men. Experimental period, 4 days. No preexperimental period. Marker, lampblack."
