Pattern Name,Analyte,Amount,Unit,Age,Age interval (years),Notes,Reference
FAO amino acid requirements,tryptophan,9.5,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,valine,48,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,histidine,15,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,isoleucine,27,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,leucine,54,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,lysine,44,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,methionine+cysteine,22,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,phenylalanine+tyrosine,40,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,threonine,24,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,tryptophan,6,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,valine,36,mg/kg/d,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,histidine,12,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,isoleucine,22,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,leucine,44,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,lysine,35,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,methionine+cysteine,17,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,phenylalanine+tyrosine,30,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,threonine,18,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,tryptophan,4.8,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,valine,29,mg/kg/d,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,histidine,12,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,isoleucine,22,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,leucine,44,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,lysine,35,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,methionine+cysteine,17,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,phenylalanine+tyrosine,30,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,threonine,18,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,tryptophan,4.8,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,valine,29,mg/kg/d,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,histidine,11,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,isoleucine,21,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,leucine,42,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,lysine,33,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,methionine+cysteine,16,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,phenylalanine+tyrosine,28,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,threonine,17,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,tryptophan,4.4,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,valine,28,mg/kg/d,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,histidine,10,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,isoleucine,20,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,leucine,39,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,lysine,30,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,methionine+cysteine,15,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,phenylalanine+tyrosine,25,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,threonine,15,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,tryptophan,4,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,valine,26,mg/kg/d,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
